Geo Point;Geo Shape;ARCSTRA_ID;FNODE;TNODE;CODVIA;NOMEVIA;DATAINIZ;LUNGHEZZ;LARGHEZZ;CIVIMINP;EXPOMINP;CIVIMAXP;EXPOMAXP;CIVIMIND;EXPOMIND;CIVIMAXD;EXPOMAXD;XPROPRIE;PROPRIETA;NUMQUART;NOMEQUART;DA;A;SUPERFICIE;CRESCIV;XTIPOLOG;ESTREMI;PROGXVIA;ID_ENTE;F50;F50_drufuc;ZONA_NOME;Shape_Leng;VEL2024;Velocità massima consentita
44.49454148578781, 11.367098707027953;"{""coordinates"": [[[11.367104170206888, 44.49456044875827], [11.367093243849018, 44.494522522817356]]], ""type"": ""MultiLineString""}";7416;6610;14961;53850;VIA SCIPIONE DAL FERRO;19970630;4.29545213039;16;0;;0;;0;;0;;1;comunale;14;San Donato - San Vitale;VIA GIANNI PALMIERI;VIA SCIPIONE DAL FERRO;68.8;0;0;0;3;A944;0;0;S. Vitale;4.29545213039;30;Strade 30 km/h o inferiore
44.520549824315424, 11.294502936055283;"{""coordinates"": [[[11.294599031201917, 44.520805551919494], [11.294406840908648, 44.52029409671135]]], ""type"": ""MultiLineString""}";10096;8901;8903;59350;VIA DEL TRIUMVIRATO;20061220;58.8542384035;10.5;36;3;36;3;0;;0;;1;comunale;11;Borgo Panigale - Reno;VIA LUIGI SETTEMBRINI;VIA DELLA BERLETA;617.925;1;0;1;14;A944;43;66;Borgo Panigale;58.8542384035;50;Strade 50 km/h, che passeranno a 30 km/h dopo interventi
44.48547507693972, 11.369499146667549;"{""coordinates"": [[[11.369123980481707, 44.48561762618902], [11.369874312853387, 44.48533252769043]]], ""type"": ""MultiLineString""}";8327;6436;16317;37300;VIA GIUSEPPE MAZZINI;19980618;67.5778528369;15.8;150;;150;3;93;;95;2;1;comunale;15;Santo Stefano;VIA PIETRO MENGOLI;VIA GIUSEPPE MAZZINI;1067.764;0;0;0;11;A944;11;0;S. Vitale;67.5778528369;30;Strade 30 km/h o inferiore
44.51049353251396, 11.35912297878005;"{""coordinates"": [[[11.358700437874969, 44.51052286237794], [11.359353841758026, 44.510477575045435], [11.359545498880461, 44.510463906763604]]], ""type"": ""MultiLineString""}";9807;17020;17169;40280;VIALE ALDO MORO;20060208;67.5177480684;30;0;;0;;21;;21;;1;comunale;14;San Donato - San Vitale;VIALE DELLA REPUBBLICA;VIA ATHOS BELLETTINI;2025.6;0;0;0;3;A944;1;0;S. Donato;67.5177480684;50;Strade 50 km/h o superiore
44.494207951626635, 11.298763237473155;"{""coordinates"": [[[11.298683623858748, 44.49413113040227], [11.298842851087562, 44.494284772850996]]], ""type"": ""MultiLineString""}";9812;16857;17171;48970;VIA BARTOLOMEO RAMENGHI;20060209;21.263927435;11.5;10;;10;;0;;0;;0;nessuna;11;Borgo Panigale - Reno;VIA LORENZO SABATINI;NOME VIA DA ISTITUIRE;244.49;0;0;0;2;A944;0;0;Barca;21.263927435;30;Strade 30 km/h o inferiore
44.494979848753026, 11.300010513199805;"{""coordinates"": [[[11.299725810159151, 44.49513269156552], [11.30029521624046, 44.49482700594053]]], ""type"": ""MultiLineString""}";9814;17172;15490;70;VIA NICOLO' DELL'ABATE;20060209;56.7328464465;0;0;;0;;25;;27;;0;nessuna;11;Borgo Panigale - Reno;VIA BARTOLOMEO RAMENGHI;VIA EGNAZIO DANTI;0;0;1;0;3;A944;0;0;Barca;56.7328464465;30;Strade 30 km/h o inferiore
44.481306403054354, 11.353667857013432;"{""coordinates"": [[[11.352133632190109, 44.48093279418381], [11.352546369038535, 44.480964811766846], [11.352694585742173, 44.48098016486742], [11.352780000049595, 44.48099069147782], [11.352885070548977, 44.48100721329595], [11.353012313214297, 44.48102819297498], [11.353192513022755, 44.481067759310605], [11.353224442254906, 44.48107594999546], [11.353249472067512, 44.48108330174112], [11.353440253540052, 44.481150835881955], [11.353927900854599, 44.481344750390164], [11.354368160331493, 44.48157184241089], [11.354662317109192, 44.481733620475346], [11.35467118759752, 44.48173906386737], [11.354680814254563, 44.481743924499305], [11.354691220255692, 44.48174877804558], [11.354700846915957, 44.48175363867578], [11.354712021651562, 44.48175790920124], [11.35472239495667, 44.48176163812068], [11.354732778150513, 44.48176592498327], [11.354743907625046, 44.48176907114101], [11.35475503710074, 44.48177221729758], [11.354766958122491, 44.48177534711351], [11.35477806478631, 44.481777926588094], [11.354789950793952, 44.48178049897612], [11.354801035007359, 44.481782520763645], [11.35481291076649, 44.48178452621019], [11.3548247511475, 44.48178596523517], [11.354836604455388, 44.481787412994436], [11.354849213929723, 44.481788277991996], [11.354861009044308, 44.48178859264875], [11.354872817085319, 44.481788916039804], [11.354884612200056, 44.48178923069411], [11.354897176406654, 44.48178897132197], [11.35490893917895, 44.48178817034491], [11.354920689024512, 44.48178736063111], [11.354933207961086, 44.48178597689065], [11.354944947916291, 44.48178460923026], [11.354956652852902, 44.481782684143354], [11.354968369990745, 44.481780749800976], [11.354980052109545, 44.481778258032065], [11.354990955246729, 44.48177578234374], [11.355002627473478, 44.48177273262849], [11.355013507792112, 44.48176969025843], [11.355025144635583, 44.4817660741207], [11.355036002497208, 44.48176247406389], [11.355046058922518, 44.48175833240347], [11.355056893964463, 44.48175416566516], [11.355066915005635, 44.481749457582765], [11.355076948609366, 44.48174474924018], [11.355086947192275, 44.48173948347146], [11.355096166431226, 44.481734224789406], [11.35510538603069, 44.481728975101575], [11.355114582811062, 44.48172315873348], [11.355122977792371, 44.48171679176774], [11.355131383025254, 44.481710991740385], [11.355139778365185, 44.48170463376837], [11.355143562571683, 44.48170117974316]]], ""type"": ""MultiLineString""}";9472;5656;6302;18350;VIALE RINO CRISTIANI;20040713;267.268493374;14;2;;2;;3;;5;;1;comunale;15;Santo Stefano;PIAZZALE MARIO JACCHIA;VIALE DANTE DRUSIANI;3741.78;1;0;0;1;A944;6;0;Murri;267.268493374;10;Strade 30 km/h o inferiore
44.48293160397025, 11.349644276708071;"{""coordinates"": [[[11.35016280818692, 44.483490167257635], [11.349883652445307, 44.483285704248146], [11.349725890267965, 44.48314963302483], [11.34963821607821, 44.483068833010655], [11.349579146799611, 44.48299953396198], [11.349519915783132, 44.482926205142185], [11.349486475056393, 44.48286443531848], [11.349455040194316, 44.4827824768212], [11.349426096478965, 44.48269240986728], [11.349405502655756, 44.48260015439826], [11.349401621036781, 44.48250352165646], [11.349397982239896, 44.48241293351893], [11.349402600107648, 44.48222674097888]]], ""type"": ""MultiLineString""}";9473;5966;5657;46950;VIALE STENIO POLISCHI;20040713;160.196211318;14;2;;2;;9;;9;;1;comunale;15;Santo Stefano;VIALE MEDARDO BOTTONELLI;VIALE MARIO GIURINI;2242.8;0;0;0;3;A944;6;0;Murri;160.196211318;10;Strade 30 km/h o inferiore
44.489772120166556, 11.358197152688335;"{""coordinates"": [[[11.357679721689372, 44.48992377593441], [11.357773314920555, 44.4899381216948], [11.357860948100667, 44.48993344244353], [11.357951643836786, 44.48990581108001], [11.358696193510413, 44.48953415348523]]], ""type"": ""MultiLineString""}";8330;6468;16319;37300;VIA GIUSEPPE MAZZINI;19980618;94.6188944058;15.8;2;;2;3;1;;7;F;1;comunale;15;Santo Stefano;PIAZZA DI PORTA MAGGIORE;VIA GIUSEPPE MAZZINI;1494.996;0;0;0;1;A944;11;0;Murri;94.6188944058;30;Strade 30 km/h o inferiore
44.4890993960205, 11.359844540653942;"{""coordinates"": [[[11.358696193510413, 44.48953415348523], [11.35880373945225, 44.48948494941669], [11.358995358030514, 44.48941232441864], [11.359374593988015, 44.48927549593191], [11.360034914774147, 44.48903055539487], [11.360994564753241, 44.488668266374596]]], ""type"": ""MultiLineString""}";8333;16319;16321;37300;VIA GIUSEPPE MAZZINI;19980618;206.595157888;15.8;18;;60;G;9;;37;2;1;comunale;15;Santo Stefano;VIA GIUSEPPE MAZZINI;VIA GIUSEPPE MAZZINI;3264.28;0;0;0;2;A944;11;0;Murri;206.595157888;30;Strade 30 km/h o inferiore
44.48900825451378, 11.361213062372242;"{""coordinates"": [[[11.360994564753241, 44.488668266374596], [11.361431559991242, 44.489348242652966]]], ""type"": ""MultiLineString""}";8335;16321;16322;37300;VIA GIUSEPPE MAZZINI;19980618;83.1270462173;10;62;;80;;0;;0;;3;privata;15;Santo Stefano;VIA GIUSEPPE MAZZINI;VIA GIUSEPPE MAZZINI;831.3;0;1;0;19;A944;6;0;Murri;83.1270462173;5;Strade 30 km/h o inferiore
44.484136992381345, 11.372973014597799;"{""coordinates"": [[[11.372796263349219, 44.48420809307031], [11.373149765846378, 44.484065891692396]]], ""type"": ""MultiLineString""}";8342;16325;16327;37300;VIA GIUSEPPE MAZZINI;19980618;32.2585700392;12.7;188;;188;;125;;125;;1;comunale;15;Santo Stefano;VIA GIUSEPPE MAZZINI;VIA EMILIA LEVANTE;409.702;0;0;0;17;A944;11;0;S. Vitale;32.2585700392;30;Strade 30 km/h o inferiore
44.48758175893556, 11.359923464443845;"{""coordinates"": [[[11.360481391091815, 44.48763003360769], [11.359365537795874, 44.487533484263444]]], ""type"": ""MultiLineString""}";8344;6371;16328;19200;VIA DANTE;19980622;89.4121607444;28;32;;34;;19;;21;;1;comunale;15;Santo Stefano;PIAZZA TRENTO E TRIESTE;VIA DANTE;2503.48;1;0;0;5;A944;0;0;Murri;89.4121607444;30;Strade 30 km/h o inferiore
44.48790416041168, 11.359291465507422;"{""coordinates"": [[[11.359365537795874, 44.487533484263444], [11.35921739321897, 44.48827483655992]]], ""type"": ""MultiLineString""}";8346;16328;16329;19200;VIA DANTE;19980622;83.1487116562;5.1;20;;30;;0;;0;;3;privata;15;Santo Stefano;VIA DANTE;VIA DANTE;424.065;0;1;0;6;A944;0;0;Murri;83.1487116562;30;Strade 30 km/h o inferiore
44.486406733473416, 11.362399587438404;"{""coordinates"": [[[11.362607117553843, 44.486663587882305], [11.362192057322966, 44.486149879064534]]], ""type"": ""MultiLineString""}";8349;16331;16332;1100;VIA LEANDRO ALBERTI;19980629;65.9477695897;4;0;;0;;3;;19;;3;privata;15;Santo Stefano;VIA LEANDRO ALBERTI;VIA LEANDRO ALBERTI;263.8;0;1;0;10;A944;0;0;Murri;65.9477695897;30;Strade 30 km/h o inferiore
44.489223443175014, 11.357707439129396;"{""coordinates"": [[[11.357675258883335, 44.489579575352614], [11.357680466277518, 44.4894918145596], [11.357742701496253, 44.4888675559744]]], ""type"": ""MultiLineString""}";8350;6486;16334;13150;VIALE GIOSUE' CARDUCCI;19980629;79.2319689841;14;2;;12;;0;;0;;1;comunale;15;Santo Stefano;PIAZZA DI PORTA MAGGIORE;VIALE GIOSUE' CARDUCCI;1109.22;0;7;0;11;A944;1;0;Murri;79.2319689841;50;Strade 50 km/h o superiore
44.472318067227604, 11.392588006404676;"{""coordinates"": [[[11.39202031107158, 44.47253667320769], [11.393155701737774, 44.472099461247524]]], ""type"": ""MultiLineString""}";7515;15251;15152;30570;VIA ISTRIA;19970820;102.501356088;0;4;;12;;0;;0;;3;privata;16;Savena;PASSAGGIO GIOVANNI PALATUCCI;VIA ISTRIA;0;0;0;0;2;A944;0;0;Mazzini;102.501356088;30;Strade 30 km/h o inferiore
44.47259179513863, 11.391418822931596;"{""coordinates"": [[[11.391286281544383, 44.472512721700994], [11.39135744397343, 44.47249836612207], [11.391529186531848, 44.47272879859787]]], ""type"": ""MultiLineString""}";7520;15254;15155;19020;VIA BARTOLOMEO MARIA DAL MONTE;19971001;34.8742834274;17;0;;0;;0;;0;;1;comunale;16;Savena;VIA ISTRIA;VIA FAENZA;592.79;1;0;0;2;A944;0;0;Mazzini;34.8742834274;30;Strade 30 km/h o inferiore
44.47225311791256, 11.391091178239922;"{""coordinates"": [[[11.391286281544383, 44.472512721700994], [11.39089607493546, 44.47199351412413]]], ""type"": ""MultiLineString""}";7521;15254;15255;19020;VIA BARTOLOMEO MARIA DAL MONTE;19971001;65.4472505528;17;12;;16;;0;;0;;1;comunale;16;Savena;VIA FAENZA;VIA BARTOLOMEO MARIA DAL MONTE;1112.65;0;0;0;3;A944;0;0;Mazzini;65.4472505528;30;Strade 30 km/h o inferiore
44.47938360828738, 11.296380749888668;"{""coordinates"": [[[11.296775560877334, 44.479408366642325], [11.296623716804431, 44.4793956790824], [11.296423155502644, 44.479388458299994], [11.296295349903739, 44.479383985299734], [11.296171303419065, 44.479375233128856], [11.296054719650668, 44.47935649262936], [11.29598750851525, 44.479344883876294]]], ""type"": ""MultiLineString""}";7522;4339;15257;40930;PIAZZALE GIOVANNI BATTISTA NASALLI ROCCA;19971002;63.2055480103;6.5;2;;4;;7;;7;;1;comunale;13;Porto - Saragozza;VIA DI SAN LUCA;VIA DI MONTE ALBANO;410.865;0;0;0;1;A944;0;0;Costa Saragozza;63.2055480103;30;Strade 30 km/h o inferiore
44.499644636224794, 11.288517205181844;"{""coordinates"": [[[11.288314547482388, 44.499442436919765], [11.288490506037618, 44.49961567602304], [11.288618860825222, 44.499745310334184], [11.28871544887996, 44.49985109826349]]], ""type"": ""MultiLineString""}";7524;13852;15259;1800;VIA ARGENTINA ALTOBELLI;19971002;55.5028153794;10;22;;26;H;15;;25;;1;comunale;11;Borgo Panigale - Reno;VIA ARGENTINA ALTOBELLI;VIA ARGENTINA ALTOBELLI;555;1;0;0;2;A944;0;0;Barca;55.5028153794;30;Strade 30 km/h o inferiore
44.499941409856135, 11.290501816283623;"{""coordinates"": [[[11.290786338230124, 44.50044209014025], [11.290540133115213, 44.5000162299045], [11.290222849471698, 44.49943760124416]]], ""type"": ""MultiLineString""}";7526;4400;15260;27400;VIA GIOTTO;19971002;120.340776067;13.5;22;;22;;17;;25;;1;comunale;11;Borgo Panigale - Reno;VIA ARGENTINA ALTOBELLI;VIA FILIPPO DE PISIS;1624.59;1;0;0;3;A944;0;0;Barca;120.340776067;30;Strade 30 km/h o inferiore
44.49871613818818, 11.289913099006949;"{""coordinates"": [[[11.290222849471698, 44.49943760124416], [11.290057595081496, 44.499128623337064], [11.28993424823314, 44.49884049784745], [11.289806720813667, 44.498455602794365], [11.289670662035965, 44.497968169109924]]], ""type"": ""MultiLineString""}";7527;15260;4401;27400;VIA GIOTTO;19971002;169.494382394;13.5;0;;0;;7;;11;;1;comunale;11;Borgo Panigale - Reno;VIA ENIO GNUDI;VIA ARGENTINA ALTOBELLI;2288.115;1;0;0;2;A944;0;0;Barca;169.494382394;30;Strade 30 km/h o inferiore
44.48874606316142, 11.320597387340678;"{""coordinates"": [[[11.320326199997192, 44.48883675831166], [11.320507409458754, 44.48877462868299], [11.320759668252173, 44.48870253703834], [11.320855484073492, 44.488631197249575]]], ""type"": ""MultiLineString""}";7910;15806;15807;42580;VIA FRANCESCO ORSONI;19971204;48.5868247699;4.15;6;;10;;0;;0;;1;comunale;13;Porto - Saragozza;VIA FRANCESCO ORSONI;VIA FRANCESCO ORSONI;201.6485;0;1;0;5;A944;0;0;Costa Saragozza;48.5868247699;30;Strade 30 km/h o inferiore
44.49842471208039, 11.30805112350592;"{""coordinates"": [[[11.308105500873264, 44.498590088174126], [11.307996746138572, 44.49825933598667]]], ""type"": ""MultiLineString""}";10275;17339;4570;15900;VIA DELLA CERTOSA;20070518;37.759394713;35;0;;0;;0;;0;;1;comunale;11;Borgo Panigale - Reno;LARGO VITTIME DEI LAGER NAZISTI;LARGO VITTIME DEI LAGER NAZISTI;1321.6;1;2;0;7;A944;0;0;Barca;37.759394713;30;Strade 30 km/h o inferiore
44.498991977516106, 11.306944244292437;"{""coordinates"": [[[11.308778163287204, 44.49851083041432], [11.30875382282297, 44.49858626778418], [11.308623339915487, 44.49868828577207], [11.308624273440532, 44.49882179902773], [11.305401536997364, 44.49937668498911], [11.305352506905397, 44.49923164390302], [11.30672521765897, 44.49896891150122], [11.306723308734549, 44.49881057142192], [11.308105500873264, 44.498590088174126]]], ""type"": ""MultiLineString""}";10276;17338;17339;62160;LARGO VITTIME DEI LAGER NAZISTI;20070518;562.46324089;0;16;;22;;0;;0;;1;comunale;11;Borgo Panigale - Reno;LARGO VITTIME DEI LAGER NAZISTI;VIA DELLA CERTOSA;0;0;0;0;3;A944;0;0;Barca;562.46324089;30;Strade 30 km/h o inferiore
44.50542425687401, 11.3618958582131;"{""coordinates"": [[[11.36198153286463, 44.50546725243299], [11.361810183561566, 44.50538126131503]]], ""type"": ""MultiLineString""}";10437;10452;17406;51900;VIA RUGGERO RUGGERI;20080311;16.6536372005;20;0;;0;;0;;0;;1;comunale;14;San Donato - San Vitale;VIA CLETO TOMBA;VIALE DELLA REPUBBLICA;333;1;0;0;3;A944;0;0;S. Donato;16.6536372005;30;Strade 30 km/h o inferiore
44.481582343033736, 11.3799771430809;"{""coordinates"": [[[11.379475342246572, 44.48172929875049], [11.38000555208891, 44.48157386639696], [11.380479033520363, 44.48143569367231]]], ""type"": ""MultiLineString""}";8403;6901;16369;21350;VIA EMILIA LEVANTE;19980706;86.2612256064;12.7;96;;100;;51;;63;I;1;comunale;16;Savena;VICOLO BIANCO;VIA EMILIA LEVANTE;1095.502;0;0;1;11;A944;33;66;Mazzini;86.2612256064;50;Strade 50 km/h, che passeranno a 30 km/h dopo interventi
44.48193372773602, 11.380769566500696;"{""coordinates"": [[[11.380479033520363, 44.48143569367231], [11.38106009948103, 44.482431761799724]]], ""type"": ""MultiLineString""}";8405;16369;16370;21350;VIA EMILIA LEVANTE;19980706;119.957985516;7;102;;132;;0;;0;;3;privata;16;Savena;VIA EMILIA LEVANTE;VIA EMILIA LEVANTE;839.72;0;1;1;28;A944;6;0;Mazzini;119.957985516;5;Strade 30 km/h o inferiore
44.48076907425949, 11.38364219972294;"{""coordinates"": [[[11.3833830677438, 44.48012044604032], [11.38346075088289, 44.48019325469143], [11.383720430221983, 44.48080777810471], [11.38369747988648, 44.481204227733684], [11.383819056591415, 44.481445660873625]]], ""type"": ""MultiLineString""}";8406;6736;16373;21350;VIA EMILIA LEVANTE;19980706;154.145456592;6;144;2;144;5B;0;;0;;3;privata;16;Savena;VIA BELLARIA;VIA EMILIA LEVANTE;924.9;0;1;1;29;A944;0;0;Mazzini;154.145456592;30;Strade 30 km/h o inferiore
44.47856716091607, 11.387526082022443;"{""coordinates"": [[[11.387009833114462, 44.4787605526568], [11.388042330930427, 44.47837376917535]]], ""type"": ""MultiLineString""}";8407;6805;16374;21350;VIA EMILIA LEVANTE;19980706;92.6897268794;12.7;174;;176;;137;7;137;7I;1;comunale;16;Savena;VIA LOMBARDIA;VIA EMILIA LEVANTE;1177.163;0;0;1;21;A944;33;66;Mazzini;92.6897268794;50;Strade 50 km/h, che passeranno a 30 km/h dopo interventi
44.477288728235976, 11.377005172680462;"{""coordinates"": [[[11.377160411428306, 44.47752630122993], [11.37684993393262, 44.47705115524203]]], ""type"": ""MultiLineString""}";8413;16378;5886;47230;VIA PONTEVECCHIO;19980707;58.2042847297;9.25;92;3;96;C;41;;43;;1;comunale;16;Savena;VIA PONTEVECCHIO;VIA ANTONIO FONTANESI;538.35;0;0;0;14;A944;0;0;Mazzini;58.2042847297;30;Strade 30 km/h o inferiore
44.47669436730602, 11.376823904478321;"{""coordinates"": [[[11.37684993393262, 44.47705115524203], [11.3768182454125, 44.47697038124246], [11.376826793744247, 44.47633231011294]]], ""type"": ""MultiLineString""}";8415;5886;16379;47230;VIA PONTEVECCHIO;19980707;80.096576279;9.25;96;5;98;;0;;0;;1;comunale;16;Savena;VIA ANTONIO FONTANESI;VIA PONTEVECCHIO;740.925;0;0;0;15;A944;0;0;Mazzini;80.096576279;30;Strade 30 km/h o inferiore
44.4828272151445, 11.382357783098968;"{""coordinates"": [[[11.382418313189135, 44.482886471440146], [11.382379134632153, 44.48285170325129], [11.382299852374016, 44.48276531568179]]], ""type"": ""MultiLineString""}";8421;16381;16383;23950;VIA DELLE FOSSE ARDEATINE;19980707;16.4512009877;7.1;0;;0;;0;;0;;1;comunale;16;Savena;VIA DELLE FOSSE ARDEATINE;VIA DELLE FOSSE ARDEATINE;116.795;1;0;0;4;A944;0;0;Mazzini;16.4512009877;30;Strade 30 km/h o inferiore
44.482682154500324, 11.382223845583614;"{""coordinates"": [[[11.382299852374016, 44.48276531568179], [11.38214783879321, 44.48259899331886]]], ""type"": ""MultiLineString""}";8422;16383;6914;23950;VIA DELLE FOSSE ARDEATINE;19980707;22.0883698807;7.1;20;;22;;9;;9;;1;comunale;16;Savena;VIA GIOVANNI DUPRE';VIA DELLE FOSSE ARDEATINE;156.839;1;0;0;3;A944;0;0;Mazzini;22.0883698807;30;Strade 30 km/h o inferiore
44.5260887066496, 11.317498273800732;"{""coordinates"": [[[11.317290075808003, 44.52636597750221], [11.317623790331524, 44.5259248604084], [11.317698380007426, 44.52580585502645]]], ""type"": ""MultiLineString""}";8060;13783;16066;63100;VIA FRANCESCO ZANARDI;19980115;70.2285368745;15;242;;252;;0;;0;;1;comunale;12;Navile;VIA FRANCESCO ZANARDI;VIA FRANCESCO ZANARDI;1053.45;1;0;1;30;A944;11;0;Lame;70.2285368745;30;Strade 30 km/h o inferiore
44.49964770208564, 11.35937759195949;"{""coordinates"": [[[11.359368301917286, 44.49973469466459], [11.359377030497532, 44.4997287804459], [11.359399174889441, 44.49970690432774], [11.359408835237344, 44.49968175403629], [11.359410645018384, 44.499665564195176], [11.359406391822073, 44.4996518485132], [11.3594018187547, 44.49964048409296], [11.359393467901016, 44.49962714613111], [11.359382346465782, 44.49961620801829], [11.359358657801508, 44.49959993972408], [11.359326573951531, 44.49958912065805], [11.35930467613811, 44.49958632937114]]], ""type"": ""MultiLineString""}";10712;17294;17505;21180;ROTONDA SANT'EGIDIO;20090720;21.8909295321;0;0;;0;;0;;0;;1;comunale;14;San Donato - San Vitale;NOME VIA DA ISTITUIRE;VIA ENRICO BERLINGUER;0;0;5;0;2;A944;31;0;S. Vitale;21.8909295321;30;Strade 30 km/h o inferiore
44.49960250442225, 11.359235506739925;"{""coordinates"": [[[11.35930467613811, 44.49958632937114], [11.35928410503399, 44.499585551248444], [11.359279141711848, 44.49958536214352], [11.359255041931753, 44.499589074355036], [11.35923392607259, 44.49959565638089], [11.359213782505797, 44.49960575008333], [11.359197013968519, 44.49961812187499], [11.359185610917834, 44.499630674818256], [11.359178392562896, 44.499643135820214]]], ""type"": ""MultiLineString""}";10715;17505;10458;21180;ROTONDA SANT'EGIDIO;20090720;12.8740735444;0;0;;0;;0;;0;;1;comunale;14;San Donato - San Vitale;VIA ENRICO BERLINGUER;NOME VIA DA ISTITUIRE;0;0;5;0;1;A944;31;0;S. Vitale;12.8740735444;30;Strade 30 km/h o inferiore
44.50117199923902, 11.331604068275517;"{""coordinates"": [[[11.33142353153742, 44.50125152676725], [11.331425548727225, 44.50123713576285], [11.331401969933399, 44.50119819629257], [11.331394227559075, 44.501169970059934], [11.331402629809197, 44.501159553638864], [11.33145517275763, 44.50115138588811], [11.331521584233258, 44.50115347642955], [11.331568743970083, 44.5011655029401], [11.331621155896928, 44.50117927656514], [11.331673050034416, 44.50118007033085], [11.331760773157354, 44.50116899576315], [11.331888064275782, 44.50115559087624]]], ""type"": ""MultiLineString""}";10727;17512;10182;19650;VIA MONDINO DE LIUZZI;20100204;50.2870207905;8.8;6;;6;;0;;0;;1;comunale;13;Porto - Saragozza;VIA GRAZIANO;VIALE ANTONIO SILVANI;442.552;1;0;0;-1;A944;0;0;Marconi;50.2870207905;30;Strade 30 km/h o inferiore
44.48696697697928, 11.338958869990485;"{""coordinates"": [[[11.339603662582213, 44.48670703383627], [11.339454340013875, 44.486748563503276], [11.338320618770055, 44.487245289227516]]], ""type"": ""MultiLineString""}";9327;5916;16692;3800;MURA DI PORTA D'AZEGLIO;20040204;118.483077667;9;0;;0;;1;;3;A;1;comunale;13;Porto - Saragozza;PIAZZA DI PORTA SAN MAMOLO;MURA DI PORTA D'AZEGLIO;1066.32;0;5;0;1;A944;0;0;Malpighi;118.483077667;30;Strade 30 km/h o inferiore
44.505029695292436, 11.354308629023594;"{""coordinates"": [[[11.354371480446614, 44.505163373642254], [11.354270570315851, 44.504948666259594], [11.354245617102139, 44.50489609274759]]], ""type"": ""MultiLineString""}";9474;14921;10490;62750;VIA EMILIO ZAGO;20040713;31.3723983569;11;16;A;16;C;0;;0;;1;comunale;14;San Donato - San Vitale;VIA EMILIO ZAGO;VIA ANTONIO GANDUSIO;345.07;0;0;0;3;A944;0;0;S. Donato;31.3723983569;30;Strade 30 km/h o inferiore
44.5052003779666, 11.354622706755503;"{""coordinates"": [[[11.354455523045196, 44.505337261499335], [11.35480017268506, 44.50525385878767], [11.354717804411502, 44.50508222394536], [11.354371480446614, 44.505163373642254]]], ""type"": ""MultiLineString""}";9475;14924;14921;62750;VIA EMILIO ZAGO;20040713;78.125222469;5;14;;16;;0;;0;;3;privata;14;San Donato - San Vitale;VIA EMILIO ZAGO;VIA EMILIO ZAGO;390.65;0;2;0;7;A944;0;0;S. Donato;78.125222469;30;Strade 30 km/h o inferiore
44.47129705361824, 11.380481825724013;"{""coordinates"": [[[11.380307068853885, 44.470512750171565], [11.380572051005496, 44.471747849520376], [11.380619373131813, 44.471883815857275], [11.380684228380522, 44.47201087372526], [11.380715370995912, 44.472060371664675]]], ""type"": ""MultiLineString""}";9492;6698;17065;38480;VIA MILANO;20040720;175.086685009;18;48;;50;;13;;23;;1;comunale;16;Savena;VIA MILANO;VIA FRANCESCO CAVAZZONI;3151.62;1;0;0;3;A944;0;0;Mazzini;175.086685009;30;Strade 30 km/h o inferiore
44.47241351146419, 11.380904920774205;"{""coordinates"": [[[11.380715370995912, 44.472060371664675], [11.380719008228246, 44.47214038102577], [11.380753943264349, 44.472228183453005], [11.38096538664621, 44.47251333941765], [11.381081181571291, 44.47266274109846], [11.38118356472231, 44.472698217842094]]], ""type"": ""MultiLineString""}";9493;17065;6696;38480;VIA MILANO;20040720;82.7802932364;2;0;;0;;0;;0;;1;comunale;16;Savena;VIA CORRADO MAZZONI;VIA MILANO;165.56;1;0;0;2;A944;0;0;Mazzini;82.7802932364;30;Strade 30 km/h o inferiore
44.495110758660445, 11.314203662872616;"{""coordinates"": [[[11.314203949135688, 44.4954665077823], [11.314192351577377, 44.49496731829431], [11.314240697696125, 44.494758841716504]]], ""type"": ""MultiLineString""}";9497;13893;17067;18000;VIA ANDREA COSTA;20040720;78.9649694609;15;0;;0;;143;;153;;1;comunale;13;Porto - Saragozza;ROTONDA FULVIO BERNARDINI;VIA ORESTE VANCINI;1184.55;1;2;0;56;A944;0;0;Costa Saragozza;78.9649694609;30;Strade 30 km/h o inferiore
44.478338441885946, 11.384686793579203;"{""coordinates"": [[[11.384512918164713, 44.47855257451594], [11.384539984502839, 44.478523140177316], [11.38485865518371, 44.47812258610749]]], ""type"": ""MultiLineString""}";8427;13062;16388;6200;VIA BELLARIA;19980707;55.1230247972;21;12;;14;B;0;;0;;1;comunale;16;Savena;VIA PIEMONTE;VIA BELLARIA;1157.52;0;0;0;4;A944;0;0;Mazzini;55.1230247972;30;Strade 30 km/h o inferiore
44.48634805675189, 11.34164721502163;"{""coordinates"": [[[11.341671812631095, 44.4864567147648], [11.341622617412167, 44.48623939873898]]], ""type"": ""MultiLineString""}";8732;16670;16671;14750;MURA DI PORTA CASTIGLIONE;19991124;24.4648299404;7;0;;0;;0;;0;;1;comunale;15;Santo Stefano;MURA DI PORTA CASTIGLIONE;VIALE ENRICO PANZACCHI;171.29;0;0;0;2;A944;0;0;Galvani;24.4648299404;30;Strade 30 km/h o inferiore
